Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Clicks,Impressions,Engagement_Score,Customer_Segment
Pinterest,0.1,3788.6,0.586291025,5559,19083,1,Food
Twitter,0.08,2030.58,2.18,4977,16261,2,Food
Instagram,0.03,8001.71,0.11,20918,63481,8,Health
Pinterest,0.12,13233.25,0.65778993,20527,67821,1,Home
Twitter,0.06,9170.57,3.51,24092,72880,4,Food
Instagram,0.12,3654.16,0.57,9103,28483,10,Food
Pinterest,0.02,11151.6,0.13584792,17320,57379,1,Home
Instagram,0.13,3395.99,7.86,8412,26437,10,Food
Pinterest,0.13,4318.72,0.908036099,6410,21854,1,Health
Pinterest,0.08,11240.43,0.827599831,17465,57850,1,Fashion
Instagram,0.02,7802.15,1.43,20375,61870,10,Fashion
Pinterest,0.07,12038.32,0.255608587,18715,61920,1,Technology
Twitter,0.08,2367.45,1.66,5791,18672,2,Home
Twitter,0.05,11059.31,6.27,29239,88126,6,Home
Facebook,0.11,1509.79,5.7,3828,12858,9,Fashion
Pinterest,0.12,5291.09,0.117973194,7968,26928,1,Home
Facebook,0.12,5557.37,2.54,14286,43837,4,Health
Instagram,0.07,8296.71,3.27,21730,65885,3,Home
Facebook,0.08,4714.25,6.84,11996,37052,4,Home
Facebook,0.09,15000.0,5.75,38528,115640,3,Fashion
Pinterest,0.07,9838.08,1.329879642,15225,50556,1,Home
Twitter,0.08,8829.92,4.25,23171,70152,4,Home
Twitter,0.1,1742.01,5.77,4310,14285,10,Home
Facebook,0.04,6892.43,4.84,17902,54548,2,Health
Twitter,0.02,5042.93,3.03,12885,39687,10,Home
Pinterest,0.13,2653.23,0.008937363,3810,13388,1,Home
Pinterest,0.07,2859.52,1.076058527,4113,14375,1,Health
Facebook,0.1,4591.57,6.43,11660,36057,9,Health
Twitter,0.05,7909.51,2.73,20663,62723,2,Health
Instagram,0.07,6535.62,4.9,16941,51698,8,Home
Instagram,0.13,500.0,6.7,2017,7495,3,Technology
Twitter,0.01,13903.98,0.81,36464,109528,1,Health
Instagram,0.14,8362.81,5.45,21907,66410,10,Health
Twitter,0.04,14073.38,2.27,36827,110604,3,Technology
Twitter,0.01,11357.72,7.84,30051,90532,7,Home
Instagram,0.05,6780.16,4.85,17598,53647,6,Technology
Pinterest,0.07,9828.63,0.053624179,15210,50507,1,Technology
Twitter,0.14,8358.43,7.48,21897,66378,1,Technology
Twitter,0.14,9287.08,6.72,24400,73793,5,Health
Twitter,0.13,5603.42,2.02,14418,44227,1,Health
Pinterest,0.01,8795.1,0.891948846,13555,45120,1,Health
Twitter,0.08,10861.11,4.67,28699,86526,6,Home
Instagram,0.13,4022.28,1.12,10097,31427,3,Food
Twitter,0.06,7786.7,3.25,20336,61755,9,Health
Twitter,0.15,500.0,7.97,540,3118,9,Fashion
Pinterest,0.15,2941.34,0.961660279,4240,14788,1,Home
Twitter,0.06,14971.58,5.21,38369,115171,7,Technology
Facebook,0.05,3573.32,5.12,8886,27839,10,Food
Twitter,0.14,9740.35,7.02,25649,77492,2,Food
Facebook,0.03,11662.66,4.92,30882,92994,1,Home
Instagram,0.05,12941.58,7.98,34231,102914,9,Home
Pinterest,0.03,996.01,0.579141134,1676,6441,1,Health
Pinterest,0.09,5796.83,1.33524206,8774,29551,1,Food
Instagram,0.12,7366.76,2.08,19180,58332,2,Technology
Facebook,0.02,3737.8,6.44,9329,29154,9,Technology
Instagram,0.12,7155.52,1.98,18619,56670,10,Technology
Twitter,0.13,5059.02,3.45,12932,39824,2,Fashion
Facebook,0.02,8605.17,6.8,22573,68381,3,Home
Twitter,0.14,3004.44,6.74,7390,23410,1,Food
Instagram,0.05,4944.26,2.91,12619,38899,7,Home
Facebook,0.05,13592.47,2.93,35796,107548,7,Health
Twitter,0.06,6786.0,4.91,17617,53701,8,Technology
Facebook,0.14,8897.71,4.92,23348,70676,1,Technology
Twitter,0.02,8664.71,0.62,22730,68847,4,Fashion
Pinterest,0.11,1194.06,0.85441192,1887,7128,1,Fashion
Facebook,0.13,7454.71,0.81,19415,59027,4,Technology
Instagram,0.08,13817.94,7.34,36284,108994,2,Home
Facebook,0.12,13955.21,6.32,36575,109855,6,Fashion
Pinterest,0.14,1771.73,1.163644686,2569,9348,1,Food
Twitter,0.15,500.0,0.63,1291,5344,7,Fashion
Pinterest,0.04,9987.79,0.986684895,15456,51309,1,Health
Pinterest,0.05,500.0,1.054608856,653,3110,1,Fashion
Twitter,0.04,1497.07,5.41,3801,12777,10,Health
Twitter,0.12,11541.93,5.02,30555,92025,3,Home
Instagram,0.05,11117.43,0.24,29402,88608,7,Home
Pinterest,0.07,11887.87,0.938423134,18485,61171,1,Fashion
Pinterest,0.01,2095.57,0.432568378,3012,10789,1,Home
Twitter,0.14,7799.65,7.27,20368,61851,10,Fashion
Pinterest,0.13,1632.69,0.777550597,2393,8776,1,Fashion
Instagram,0.15,9413.95,7.22,24743,74810,9,Food
Pinterest,0.11,13616.61,0.575566189,21056,69542,1,Food
Instagram,0.13,2408.61,4.19,5885,18951,7,Health
Facebook,0.06,9697.54,4.14,25530,77140,4,Technology
Twitter,0.06,6767.64,2.54,17561,53536,5,Fashion
Facebook,0.06,7499.36,2.75,19546,59417,9,Health
Twitter,0.13,14074.73,5.56,36830,110610,3,Food
Instagram,0.13,4243.5,3.06,10713,33253,2,Technology
Pinterest,0.09,9069.29,0.109035831,13982,46510,1,Health
Twitter,0.13,10448.86,7.08,27571,83186,7,Fashion
Instagram,0.13,12635.91,3.87,33443,100580,3,Food
Facebook,0.05,5962.37,5.26,15403,47145,3,Food
Twitter,0.07,11809.64,6.59,31276,94161,3,Technology
Pinterest,0.12,2292.94,0.219859134,3293,11704,1,Technology
Facebook,0.08,12275.58,2.8,32500,97785,9,Food
Twitter,0.09,9932.83,5.62,26166,79024,10,Health
Pinterest,0.12,12413.59,0.400393871,19301,63830,1,Food
Instagram,0.04,7039.89,0.05,18305,55740,2,Technology
Pinterest,0.07,15000.0,1.192244249,22942,75683,1,Fashion
Facebook,0.06,5577.16,5.03,14343,44005,4,Health
Instagram,0.01,12840.4,5.88,33976,102159,4,Health
Pinterest,0.02,6906.57,1.054608856,10539,35299,1,Fashion
Twitter,0.15,12181.8,4.89,32250,97046,3,Fashion
Instagram,0.07,5364.59,5.49,13761,42281,6,Home
Twitter,0.12,2343.12,4.95,5729,18490,3,Food
Instagram,0.03,13095.6,4.38,34613,104046,6,Food
Pinterest,0.02,962.2,0.078648796,1639,6318,1,Food
Pinterest,0.06,5743.15,0.334257383,8688,29270,1,Health
Pinterest,0.08,500.0,0.008937363,885,3862,1,Food
Twitter,0.12,3224.72,3.97,7960,25098,6,Fashion
Twitter,0.03,1434.73,7.96,3674,12402,7,Health
Facebook,0.04,9792.44,0.18,25795,77926,7,Home
Pinterest,0.05,4114.67,0.168022428,6082,20785,1,Health
Twitter,0.05,8388.91,1.02,21982,66632,7,Technology
Instagram,0.09,6980.96,4.76,18151,55283,8,Fashion
Twitter,0.12,500.0,0.91,1021,4544,3,Fashion
Facebook,0.15,6880.54,1.31,17873,54461,8,Health
Instagram,0.03,4375.3,5.62,11068,34303,5,Home
Pinterest,0.13,2065.19,0.395031453,2967,10644,1,Technology
Facebook,0.1,9795.68,7.76,25806,77957,7,Technology
Twitter,0.03,7952.96,6.01,20785,63087,10,Fashion
Instagram,0.14,7164.34,3.56,18645,56748,8,Health
Twitter,0.12,6921.85,2.1,17987,54798,5,Food
Instagram,0.04,7706.33,5.82,20108,61080,3,Health
Twitter,0.1,10396.1,3.14,27427,82759,8,Health
Facebook,0.01,12181.65,6.96,32250,97045,3,Food
Instagram,0.02,8543.38,6.5,22406,67888,1,Health
Facebook,0.1,7796.93,5.16,20360,61827,3,Fashion
Facebook,0.06,7765.34,3.88,20276,61578,3,Technology
Facebook,0.08,6895.37,2.63,17910,54570,6,Fashion
Instagram,0.01,8212.58,7.21,21494,65187,4,Technology
Pinterest,0.11,1549.49,1.408528438,2299,8468,1,Food
Twitter,0.05,5078.88,7.62,12987,39987,3,Fashion
Pinterest,0.15,8631.97,1.097508199,13298,44284,1,Fashion
Instagram,0.07,13240.65,3.06,34967,105094,3,Fashion
Pinterest,0.08,11243.55,0.470105303,17470,57866,1,Health
Pinterest,0.09,3626.52,0.496917393,5302,18245,1,Home
Instagram,0.09,13366.08,4.22,35268,105983,3,Home
Twitter,0.09,7763.19,3.76,20271,61562,2,Health
Facebook,0.04,5389.96,4.29,13835,42500,3,Fashion
Facebook,0.03,5502.27,3.9,14138,43396,3,Fashion
Pinterest,0.07,4521.38,0.285995622,6733,22907,1,Home
Instagram,0.14,7151.4,2.87,18606,56631,9,Fashion
Facebook,0.07,5601.35,1.31,14412,44208,1,Fashion
Facebook,0.02,10992.84,5.43,29049,87565,2,Fashion
Instagram,0.11,12565.07,2.51,33254,100020,9,Home
Pinterest,0.04,10276.59,0.793637851,15917,52809,1,Health
Instagram,0.08,6888.78,7.08,17893,54520,8,Health
Pinterest,0.06,9786.04,1.034946657,15140,50282,1,Fashion
Pinterest,0.12,3030.26,0.396818925,4382,15250,1,Health
Pinterest,0.09,2737.71,1.370991512,3935,13794,1,Food
Facebook,0.09,1296.01,4.3,3404,11604,10,Food
Pinterest,0.03,8100.78,0.543391682,12444,41501,1,Food
Twitter,0.09,9585.64,7.09,25214,76206,2,Home
Facebook,0.1,506.78,2.39,2094,7722,7,Technology
Pinterest,0.03,2562.94,0.148360229,3679,12961,1,Technology
Twitter,0.02,3875.93,2.48,9700,30252,4,Food
Instagram,0.1,12484.23,6.54,33043,99395,10,Fashion
Facebook,0.13,1873.72,5.82,4601,15149,4,Health
Pinterest,0.03,5666.22,0.507642229,8570,28886,1,Home
Twitter,0.03,4724.16,1.15,12023,37133,5,Home
Facebook,0.02,6105.71,4.1,15784,48273,10,Health
Twitter,0.13,2471.38,0.7,6038,19405,8,Home
Twitter,0.11,15000.0,4.75,38871,116657,9,Technology
Instagram,0.03,11691.7,1.04,30955,93209,4,Food
Facebook,0.02,11308.87,5.68,29919,90141,6,Home
Twitter,0.06,10344.33,1.04,27288,82349,2,Food
Facebook,0.15,12221.95,1.14,32359,97368,2,Fashion
Facebook,0.02,500.0,5.75,1603,6268,5,Technology
Instagram,0.07,5986.06,7.07,15466,47330,10,Fashion
Pinterest,0.11,7225.92,0.428993433,11049,36960,1,Home
Facebook,0.1,8683.99,0.86,22783,69004,7,Food
Twitter,0.07,5059.4,2.67,12933,39827,6,Fashion
Instagram,0.1,500.0,1.83,1454,5828,6,Health
Instagram,0.09,13350.9,6.82,35230,105873,8,Home
Twitter,0.07,8917.19,6.75,23403,70839,6,Home
Twitter,0.08,9565.73,2.27,25164,76057,3,Food
Pinterest,0.05,11274.16,1.349541841,17518,58024,1,Home
Facebook,0.14,15000.0,0.67,38738,116263,4,Health
Pinterest,0.12,3979.43,1.281617881,5865,20080,1,Food
Facebook,0.07,13070.73,1.41,34557,103878,6,Health
Instagram,0.05,13153.97,2.73,34756,104468,2,Fashion
Facebook,0.04,4276.75,6.54,10802,33516,8,Fashion
Twitter,0.12,8331.23,2.19,21823,66161,8,Health
Instagram,0.13,5841.03,4.79,15059,46126,2,Technology
Facebook,0.15,6297.39,3.76,16301,49804,10,Health
Instagram,0.02,13263.88,1.57,35024,105263,4,Fashion
Facebook,0.07,8506.65,7.78,22305,67588,6,Technology
Instagram,0.07,2994.64,4.37,7362,23326,8,Fashion
Instagram,0.04,3334.74,1.31,8252,25962,1,Fashion
Facebook,0.1,3262.05,6.14,8057,25384,4,Fashion
Facebook,0.06,500.0,0.57,805,3904,5,Health
Instagram,0.07,10631.91,4.13,28075,84678,3,Food
Facebook,0.06,5110.15,5.69,13077,40255,3,Health
Twitter,0.13,3826.36,7.82,9567,29857,7,Home
Pinterest,0.15,5168.51,0.740013672,7776,26304,1,Home
Pinterest,0.04,11036.01,0.053624179,17131,56765,1,Health
Facebook,0.1,1899.42,2.47,4666,15341,5,Health
Facebook,0.12,13089.2,3.49,34597,103997,3,Food
Pinterest,0.06,9700.68,0.55590399,14999,49823,1,Health
Pinterest,0.11,8851.31,1.394228657,13643,45404,1,Fashion
Instagram,0.03,10265.29,5.54,27076,81719,2,Fashion
Instagram,0.08,1894.15,6.3,4651,15298,1,Health
Instagram,0.09,1463.11,0.09,3732,12576,5,Health
Facebook,0.08,15000.0,3.76,39807,119430,8,Fashion
Facebook,0.11,13531.9,1.25,35658,107138,9,Fashion
Pinterest,0.08,14991.73,0.852624448,22552,74416,1,Health
Facebook,0.15,1319.6,2.29,3449,11737,4,Technology
Instagram,0.12,7202.64,2.39,18746,57047,10,Food
Twitter,0.07,14150.82,6.12,36981,111059,2,Health
Instagram,0.02,1721.08,1.98,4266,14157,6,Technology
Facebook,0.13,9049.97,0.91,23756,71885,4,Health
Facebook,0.08,1435.48,5.23,3676,12408,7,Home
Pinterest,0.06,13864.59,0.085798687,21369,70562,1,Health
Pinterest,0.1,3909.5,1.33524206,5750,19706,1,Technology
Twitter,0.09,1677.66,3.33,4176,13888,8,Food
Facebook,0.04,12560.92,3.18,33243,99987,7,Fashion
Instagram,0.14,6396.54,6.58,16573,50610,8,Home
Twitter,0.1,1604.97,0.09,4020,13427,7,Fashion
Twitter,0.1,13633.92,6.36,35891,107830,8,Home
Facebook,0.09,7967.99,3.2,20825,63203,8,Fashion
Facebook,0.05,819.74,0.14,2548,9067,6,Technology
Twitter,0.1,13908.28,1.06,36474,109557,8,Health
Facebook,0.03,13433.5,6.2,35426,106451,5,Home
Pinterest,0.09,8928.96,0.741801144,13765,45803,1,Technology
Pinterest,0.04,14309.28,0.904461154,21899,72289,1,Health
Pinterest,0.05,500.0,0.416481124,1040,4369,1,Home
Instagram,0.05,15000.0,7.48,39717,119161,6,Home
Pinterest,0.02,13525.72,0.430780905,20934,69145,1,Food
Facebook,0.09,8320.7,6.46,21796,66081,9,Home
Pinterest,0.08,7081.83,0.597015861,10817,36204,1,Health
Pinterest,0.11,5151.87,0.316382657,7750,26220,1,Fashion
Twitter,0.1,4879.46,2.95,12444,38380,6,Home
Twitter,0.03,13092.21,1.65,34605,104022,4,Home
Instagram,0.05,15000.0,7.73,39108,117358,2,Fashion
Facebook,0.14,14330.16,0.87,37327,112084,4,Technology
Twitter,0.09,9599.24,6.23,25253,76319,10,Fashion
Twitter,0.09,2392.03,6.47,5848,18843,9,Health
Pinterest,0.11,3025.72,0.479042667,4375,15227,1,Fashion
Facebook,0.04,2001.81,0.29,4906,16052,3,Home
Pinterest,0.07,8168.67,1.015284458,12555,41864,1,Health
Facebook,0.02,3939.78,7.59,9877,30777,5,Health
Facebook,0.12,10212.08,3.84,26933,81297,5,Food
Facebook,0.1,7368.0,1.93,19184,58342,6,Food
Instagram,0.02,5541.61,7.6,14245,43714,1,Fashion
Pinterest,0.03,841.78,0.636340259,1515,5916,1,Health
Instagram,0.11,2881.12,0.28,7066,22450,9,Home
Pinterest,0.05,4420.38,0.221646607,6572,22383,1,Food
Twitter,0.05,3468.7,2.2,8599,26992,8,Fashion
Instagram,0.1,11969.8,0.19,31692,95391,3,Technology
Facebook,0.15,3379.7,1.97,8372,26319,7,Home
Twitter,0.13,11427.02,5.16,30241,91095,1,Food
Twitter,0.08,13988.68,0.21,36645,110063,1,Fashion
Facebook,0.15,3035.9,3.24,7473,23656,9,Food
Facebook,0.09,13609.5,1.74,35835,107665,7,Food
Instagram,0.11,13987.09,4.77,36640,110049,4,Technology
Facebook,0.08,4916.19,1.71,12545,38678,2,Technology
Pinterest,0.05,8604.36,0.863349284,13256,44145,1,Technology
Twitter,0.14,8271.28,5.38,21660,65679,8,Home
Pinterest,0.05,13783.13,1.124320288,21265,70224,1,Health
Facebook,0.14,2710.1,4.42,6630,21160,8,Fashion
Instagram,0.02,4569.53,7.32,11599,35876,4,Health
Facebook,0.11,10719.0,2.77,28313,85385,10,Technology
Instagram,0.15,5474.48,7.76,14063,43175,3,Technology
Instagram,0.04,9245.15,3.82,24287,73459,3,Home
Twitter,0.03,14536.67,7.44,37698,113183,5,Technology
Facebook,0.14,6859.21,6.58,17814,54285,10,Technology
Pinterest,0.12,1273.69,0.800787741,1973,7407,1,Health
Twitter,0.01,10496.27,0.52,27705,83584,8,Technology
Facebook,0.12,4499.89,3.06,11408,35311,1,Technology
Twitter,0.14,12354.64,3.27,32709,98404,4,Fashion
Instagram,0.03,15000.0,4.63,39684,119066,10,Health
Facebook,0.06,2493.36,2.64,6093,19566,1,Health
Instagram,0.14,13843.12,2.33,36340,109159,6,Health
Pinterest,0.01,13869.82,1.115382925,21377,70586,1,Food
Pinterest,0.1,11647.67,0.661364876,18114,59965,1,Food
Twitter,0.13,9411.33,5.82,24736,74789,9,Technology
Twitter,0.07,10469.85,2.39,27634,83372,1,Fashion
Instagram,0.11,14890.01,3.46,38252,114823,7,Food
Instagram,0.14,3617.75,7.4,9003,28187,8,Home
Instagram,0.06,6887.23,1.29,17889,54508,6,Technology
Twitter,0.11,3635.35,4.23,9050,28328,10,Fashion
Twitter,0.08,12322.95,1.26,32620,98140,5,Food
Instagram,0.03,3299.77,3.91,8157,25681,3,Home
Twitter,0.07,13624.41,4.17,35869,107765,10,Food
Instagram,0.07,15000.0,4.4,39597,118808,1,Food
Twitter,0.05,4394.75,3.99,11122,34464,9,Health
Instagram,0.15,4724.17,3.36,12023,37133,7,Technology
Facebook,0.01,10623.16,1.55,28050,84605,2,Food
Facebook,0.03,9974.43,5.6,26280,79361,3,Technology
Facebook,0.05,5266.11,6.06,13499,41504,3,Health
Instagram,0.07,15000.0,5.35,39038,117152,6,Health
Pinterest,0.04,4878.47,0.198409463,7307,24775,1,Fashion
Twitter,0.12,4412.47,5.54,11171,34610,6,Food
Twitter,0.05,2186.45,0.57,5351,17369,6,Technology
Instagram,0.12,1562.29,1.79,3941,13193,8,Technology
Twitter,0.06,2654.98,4.21,6492,20748,3,Fashion
Instagram,0.03,8338.24,7.4,21843,66219,5,Home
Twitter,0.02,9056.64,1.44,23772,71933,8,Health
Instagram,0.01,7934.48,2.44,20733,62932,10,Health
Twitter,0.1,2363.13,5.59,5779,18636,4,Technology
Pinterest,0.09,14365.86,1.067121164,21961,72490,1,Home
Pinterest,0.04,2158.22,0.605953224,3100,11076,1,Technology
Twitter,0.02,4105.09,4.36,10330,32119,8,Technology
Twitter,0.03,15000.0,5.75,39901,119708,10,Food
Facebook,0.11,1906.2,7.23,4682,15387,4,Health
Instagram,0.13,8908.35,4.62,23379,70768,8,Home
Facebook,0.04,6885.15,1.09,17885,54495,8,Home
Facebook,0.03,7141.61,4.5,18583,56562,2,Health
Instagram,0.13,12556.3,6.56,33230,99948,3,Fashion
Twitter,0.03,7719.63,1.34,20146,61192,1,Health
Instagram,0.09,2852.36,2.35,6988,22220,4,Technology
Instagram,0.03,15000.0,7.86,38469,115466,6,Fashion
Pinterest,0.05,15000.0,1.365629094,22761,75096,1,Food
Instagram,0.11,8092.86,3.49,21168,64220,6,Technology
Facebook,0.12,3106.23,3.72,7653,24188,9,Technology
Facebook,0.08,5684.72,7.41,14636,44872,8,Home
Twitter,0.1,2856.53,3.65,6997,22245,4,Food
Instagram,0.06,13705.59,5.2,36037,108261,9,Home
Instagram,0.12,13958.96,7.78,36581,109874,6,Technology
Facebook,0.11,11237.94,0.05,29732,89586,3,Food
Facebook,0.12,9164.27,3.37,24074,72829,3,Home
Pinterest,0.04,13831.48,0.622040478,21328,70430,1,Food
Twitter,0.01,9699.43,6.71,25535,77156,7,Technology
Pinterest,0.1,12705.96,0.536241791,19747,65282,1,Fashion
Pinterest,0.09,9132.44,0.763250816,14085,46846,1,Home
Twitter,0.13,10802.18,7.89,28534,86040,3,Food
Pinterest,0.04,2304.5,0.743588617,3308,11753,1,Home
Instagram,0.14,10274.29,1.38,27095,81776,10,Technology
Pinterest,0.04,9633.47,1.034946657,14890,49466,1,Health
Instagram,0.07,10493.73,6.98,27699,83566,7,Health
Instagram,0.08,10285.1,1.57,27125,81865,9,Home
Pinterest,0.08,5995.66,0.005362418,9098,30607,1,Technology
Pinterest,0.11,3087.26,1.328092169,4466,15525,1,Fashion
Pinterest,0.12,7901.67,0.58986597,12123,40456,1,Technology
Instagram,0.04,10371.73,3.87,27364,82573,1,Fashion
Facebook,0.1,10648.17,1.52,28120,84811,6,Home
Twitter,0.15,9730.94,3.38,25624,77418,10,Fashion
Pinterest,0.14,7944.29,0.695326856,12194,40687,1,Fashion
Pinterest,0.08,15000.0,0.997409731,22709,74925,1,Food
Pinterest,0.13,4034.24,0.809725104,5950,20357,1,Health
Twitter,0.01,500.0,6.74,1331,5463,8,Home
Pinterest,0.12,791.01,1.312004915,1470,5767,1,Food
Instagram,0.08,11010.47,1.77,29096,87703,8,Food
Instagram,0.05,3623.18,3.51,9019,28234,5,Fashion
Instagram,0.06,6532.46,6.18,16932,51674,1,Fashion
Facebook,0.14,7939.18,0.22,20746,62970,1,Home
Facebook,0.11,3076.72,1.03,7577,23964,5,Health
Instagram,0.06,8890.42,3.2,23327,70616,5,Food
Instagram,0.02,907.2,2.22,2696,9506,9,Food
Facebook,0.02,7110.84,0.72,18499,56314,1,Food
Twitter,0.15,4926.67,0.81,12577,38772,7,Fashion
Twitter,0.04,4943.33,2.46,12617,38892,5,Home
Pinterest,0.1,15000.0,1.338817005,23455,77355,1,Food
Twitter,0.14,5437.08,6.77,13959,42865,8,Home
Facebook,0.09,15000.0,3.0,39491,118494,7,Food
Twitter,0.12,10639.37,5.69,28097,84745,8,Home
Twitter,0.08,1672.77,1.61,4165,13858,1,Home
Facebook,0.02,14037.51,3.65,36748,110369,2,Home
Pinterest,0.12,5604.87,0.527304428,8470,28561,1,Health
Facebook,0.04,7313.71,1.29,19045,57931,2,Health
Facebook,0.05,9986.41,0.13,26312,79457,4,Food
Pinterest,0.13,8756.16,0.636340259,13493,44918,1,Fashion
Instagram,0.11,6529.27,7.85,16925,51653,3,Health
Pinterest,0.03,5411.51,0.368219363,8157,27543,1,Technology
Facebook,0.04,7375.78,1.25,19206,58409,7,Technology
Twitter,0.09,12244.74,2.72,32419,97545,6,Food
Pinterest,0.13,14161.34,0.010724836,21732,71743,1,Fashion
Twitter,0.13,6660.89,7.67,17272,52679,2,Home
Instagram,0.07,14796.01,1.7,38119,114430,2,Technology
Pinterest,0.13,2062.48,0.936635662,2964,10632,1,Home
Facebook,0.09,12728.25,3.54,33680,101282,6,Home
Twitter,0.09,4792.08,6.85,12208,37681,10,Health
Facebook,0.05,13590.01,4.55,35791,107533,1,Health
Pinterest,0.07,11352.89,0.180534736,17642,58425,1,Food
Twitter,0.1,3308.04,6.82,8179,25747,4,Technology
Instagram,0.13,2922.63,1.66,7177,22779,9,Technology
Twitter,0.01,8938.0,3.9,23463,71019,4,Health
Instagram,0.05,500.0,7.43,1255,5236,10,Health
Pinterest,0.07,3029.35,0.757888398,4380,15243,1,Fashion
Instagram,0.12,7623.74,6.01,19881,60407,2,Technology
Facebook,0.09,8295.52,3.13,21727,65876,2,Food
Instagram,0.13,1634.65,2.45,4080,13605,2,Food
Facebook,0.02,14551.73,4.11,37724,113259,2,Technology
Instagram,0.04,12915.8,5.29,34166,102720,10,Home
Twitter,0.04,5548.28,2.92,14263,43768,2,Home
Facebook,0.12,12870.91,2.68,34052,102382,10,Technology
Instagram,0.07,3611.79,2.72,8991,28151,7,Technology
Facebook,0.08,13641.37,3.41,35904,107870,3,Health
Instagram,0.13,3569.78,1.82,8876,27810,3,Home
Pinterest,0.14,2655.04,0.697114328,3812,13397,1,Health
Instagram,0.04,4213.71,7.56,10625,32993,8,Fashion
Instagram,0.02,10172.2,5.6,26823,80972,10,Technology
Twitter,0.06,5737.49,2.19,14778,45292,5,Technology
Twitter,0.04,11545.53,1.85,30566,92056,10,Health
Instagram,0.05,12080.44,4.25,31977,96238,10,Home
Pinterest,0.07,9403.15,0.02681209,14515,48245,1,Fashion
Pinterest,0.14,728.57,0.387881562,1414,5588,1,Home
Pinterest,0.04,1611.91,0.157297592,2370,8700,1,Food
Facebook,0.04,12207.33,3.48,32322,97259,8,Health
Pinterest,0.05,12983.68,0.339619801,20167,66648,1,Food
Instagram,0.12,4302.41,7.06,10873,33727,4,Fashion
Pinterest,0.05,12044.46,0.479042667,18724,61950,1,Technology
Instagram,0.01,6929.07,2.22,18007,54857,9,Fashion
Facebook,0.01,591.48,6.22,2214,8078,1,Food
Facebook,0.02,11164.08,2.66,29525,88973,1,Technology
Pinterest,0.09,9694.35,1.110020507,14989,49787,1,Home
Instagram,0.11,12563.25,2.35,33250,100007,10,Health
Pinterest,0.04,11402.61,1.061758746,17720,58681,1,Fashion
Pinterest,0.1,4447.74,0.702476746,6616,22524,1,Home
Facebook,0.11,10448.46,5.9,27571,83185,6,Health
Facebook,0.1,7058.57,4.05,18356,55890,4,Fashion
Pinterest,0.11,13320.72,0.285995622,20648,68214,1,Fashion
Instagram,0.15,11531.78,6.39,30528,91946,9,Home
Facebook,0.13,500.0,7.78,754,3752,10,Technology
Pinterest,0.13,11540.72,1.11180798,17944,59410,1,Technology
Pinterest,0.04,11837.81,0.205559353,18410,60928,1,Health
Pinterest,0.14,719.25,1.14576996,1406,5560,1,Fashion
Twitter,0.05,9065.05,6.08,23797,72006,3,Health
Twitter,0.1,9231.9,6.33,24252,73354,2,Fashion
Instagram,0.09,7147.69,2.93,18597,56606,7,Health
Twitter,0.04,1891.99,0.99,4648,15286,10,Fashion
Twitter,0.02,500.0,1.02,1684,6509,10,Food
Pinterest,0.11,13096.24,0.950935443,20330,67179,1,Home
